geneID	leaf.AVG	stem.AVG	LogFC
GSCOC_T00027368001	5.48	5.32	-0.16
GSCOC_T00027370001	5.66	5.4	-0.27
GSCOC_T00027374001	1.05	1.63	0.58
GSCOC_T00027377001	2.29	2.6	0.31
GSCOC_T00027379001	5.82	1.36	-4.46
GSCOC_T00027380001	3.88	4.43	0.56
GSCOC_T00027381001	3.93	3.88	-0.05
GSCOC_T00027384001	4.86	3.29	-1.56
GSCOC_T00027391001	1.78	3.73	1.95
GSCOC_T00027392001	3.21	3.24	0.03
GSCOC_T00027393001	2.25	2.02	-0.23
GSCOC_T00027396001	5.32	5.6	0.28
GSCOC_T00027397001	9.05	1.28	-7.77
GSCOC_T00027401001	2.1	1.93	-0.17
GSCOC_T00027403001	7.47	6.97	-0.49
GSCOC_T00027404001	5.83	5.07	-0.76
GSCOC_T00027407001	4.5	4.05	-0.45
GSCOC_T00027410001	2.05	2.34	0.29
GSCOC_T00027411001	2.71	4.43	1.72
GSCOC_T00027414001	2.77	2.79	0.03
GSCOC_T00027415001	5.28	1.83	-3.45
GSCOC_T00027416001	5.27	4.41	-0.86
GSCOC_T00027418001	3.69	3.79	0.1
GSCOC_T00027420001	1.85	2.46	0.61
GSCOC_T00027430001	6.42	6.28	-0.14
GSCOC_T00027432001	6.01	4.42	-1.59
GSCOC_T00027433001	3.6	2.73	-0.88
GSCOC_T00027442001	4.74	4.2	-0.54
GSCOC_T00027443001	5.36	5	-0.37
GSCOC_T00027444001	4.32	4.4	0.07
GSCOC_T00027445001	-1.37	2.68	4.06
GSCOC_T00027452001	2.36	1.26	-1.1
GSCOC_T00027453001	3.02	-0.57	-3.59
GSCOC_T00027454001	-1.31	2.99	4.3
GSCOC_T00027461001	6.48	5.92	-0.55
GSCOC_T00027465001	2.05	-1.99	-4.04
GSCOC_T00027468001	4.39	-0.87	-5.27
GSCOC_T00027471001	4.88	5.03	0.15
GSCOC_T00027475001	4.14	3.77	-0.37
GSCOC_T00027480001	1.37	5.28	3.92
GSCOC_T00027482001	5.06	3.72	-1.35
GSCOC_T00027483001	4.62	4.91	0.29
GSCOC_T00027484001	5.1	5.4	0.3
GSCOC_T00027485001	6.55	6.6	0.05
GSCOC_T00027487001	4.89	5.2	0.31
GSCOC_T00027492001	8.91	4.75	-4.15
GSCOC_T00027494001	2.46	4.07	1.61
GSCOC_T00027495001	0.11	1.54	1.43
GSCOC_T00027497001	7.35	6.88	-0.46
GSCOC_T00027499001	5.35	4.86	-0.48
GSCOC_T00027514001	1.22	0.69	-0.53
GSCOC_T00027515001	4.67	3.88	-0.79
GSCOC_T00027519001	1.71	2.31	0.6
GSCOC_T00027521001	3.87	4.35	0.48
GSCOC_T00027522001	6.39	4.82	-1.57
GSCOC_T00027528001	6.08	6.88	0.8
GSCOC_T00027534001	4.34	3.25	-1.08
GSCOC_T00027539001	1.64	2.8	1.16
GSCOC_T00027542001	7.05	7.51	0.46
GSCOC_T00027543001	-0.14	0.66	0.8
GSCOC_T00027544001	9.11	8.98	-0.13
GSCOC_T00027547001	5.16	5.53	0.37
GSCOC_T00027548001	1.28	1.89	0.61
GSCOC_T00027550001	4.68	4.21	-0.47
GSCOC_T00027552001	3.01	5.66	2.65
GSCOC_T00027567001	3.95	0.59	-3.36
GSCOC_T00027569001	5.8	5.85	0.05
GSCOC_T00027575001	5.55	4.31	-1.23
GSCOC_T00027576001	5.88	5.96	0.08
GSCOC_T00027580001	5.17	5.08	-0.08
GSCOC_T00027581001	6.77	6.18	-0.59
GSCOC_T00027582001	4.96	4.79	-0.17
GSCOC_T00027586001	4.01	4.37	0.36
GSCOC_T00027589001	1.32	1.82	0.5
GSCOC_T00027590001	3.52	3.75	0.23
GSCOC_T00027591001	3.58	5.04	1.46
GSCOC_T00027593001	5.6	5.37	-0.22
GSCOC_T00027596001	6.74	6.23	-0.52
GSCOC_T00027602001	2.86	3.69	0.83
GSCOC_T00027608001	2.23	1.84	-0.39
GSCOC_T00027614001	2.72	2.27	-0.45
GSCOC_T00027615001	4.64	3.4	-1.25
GSCOC_T00027620001	10.52	8.14	-2.38
GSCOC_T00027621001	5.54	6.08	0.54
GSCOC_T00027622001	4.11	3.27	-0.84
GSCOC_T00027631001	8.19	8.84	0.65
GSCOC_T00027634001	8.73	4.7	-4.03
GSCOC_T00027635001	3.47	2.75	-0.72
GSCOC_T00027637001	4.67	3.72	-0.95
GSCOC_T00027638001	6.72	6.28	-0.44
GSCOC_T00027639001	5.7	5.75	0.05
GSCOC_T00027640001	2.3	3.29	0.99
GSCOC_T00027642001	1.76	4.6	2.85
GSCOC_T00027643001	3.02	5.64	2.62
GSCOC_T00027644001	6.25	6.29	0.04
GSCOC_T00027645001	4.55	4.61	0.06
GSCOC_T00027649001	7.22	4.72	-2.51
GSCOC_T00027655001	1.69	1.08	-0.61
GSCOC_T00027656001	3.71	3.08	-0.64
GSCOC_T00027657001	6.01	5.59	-0.41
GSCOC_T00027658001	6.69	3.91	-2.78
GSCOC_T00027660001	5.73	6.2	0.47
GSCOC_T00027661001	4.17	6.82	2.65
GSCOC_T00027663001	5.27	5.12	-0.15
GSCOC_T00027665001	4.63	4.35	-0.27
GSCOC_T00027666001	6.58	7.23	0.66
GSCOC_T00027668001	6.73	1.23	-5.5
GSCOC_T00027670001	6.3	6.97	0.67
GSCOC_T00027671001	2.53	5.13	2.6
GSCOC_T00027673001	4.39	5.44	1.06
GSCOC_T00027675001	7.3	4.57	-2.73
GSCOC_T00027676001	1.87	5.86	3.99
GSCOC_T00027677001	5.27	4.28	-0.98
GSCOC_T00027678001	2.42	2.73	0.31
GSCOC_T00027679001	4.62	5.41	0.79
GSCOC_T00027680001	6.08	5.39	-0.69
GSCOC_T00027682001	6.43	4.58	-1.85
GSCOC_T00027686001	5.34	4.47	-0.86
GSCOC_T00027687001	2.43	4.29	1.86
GSCOC_T00027688001	6.19	6.34	0.15
GSCOC_T00027690001	2.4	3.66	1.27
GSCOC_T00027691001	3.56	3.17	-0.39
GSCOC_T00027692001	-2.24	2.95	5.19
GSCOC_T00027693001	2.16	2.31	0.15
GSCOC_T00027696001	6.59	6.58	-0.01
GSCOC_T00027697001	7.33	7.22	-0.11
GSCOC_T00027698001	4.67	5.4	0.73
GSCOC_T00027699001	3.77	5.25	1.48
GSCOC_T00027701001	6.44	6.21	-0.23
GSCOC_T00027704001	3.95	3.99	0.04
GSCOC_T00027707001	5.98	6.29	0.3
GSCOC_T00027709001	1.34	-2.23	-3.56
GSCOC_T00027710001	7.63	7.91	0.28
GSCOC_T00027712001	3.44	3.43	-0.01
GSCOC_T00027714001	6.11	8.68	2.57
GSCOC_T00027716001	4.13	5.71	1.58
GSCOC_T00027717001	5.61	5.59	-0.03
GSCOC_T00027718001	4.09	4.14	0.05
GSCOC_T00027720001	7.97	7.66	-0.31
GSCOC_T00027722001	2.75	1.47	-1.28
GSCOC_T00027723001	5.85	6.56	0.72
GSCOC_T00027724001	5.79	6.68	0.89
GSCOC_T00027725001	0.41	3.29	2.87
GSCOC_T00027727001	-1.19	2.37	3.56
GSCOC_T00027728001	3.7	7.54	3.84
GSCOC_T00027729001	7.2	3.74	-3.46
GSCOC_T00027730001	6.1	2.7	-3.4
GSCOC_T00027736001	4.1	3.59	-0.5
GSCOC_T00027737001	4.5	4.09	-0.41
GSCOC_T00027738001	3.51	3.34	-0.17
GSCOC_T00027740001	0.7	1.79	1.08
GSCOC_T00027741001	6.21	5.74	-0.48
GSCOC_T00027743001	5.81	5.97	0.16
GSCOC_T00027744001	0.87	3.41	2.53
GSCOC_T00027745001	6.53	3.7	-2.83
GSCOC_T00027746001	4.84	3.75	-1.09
GSCOC_T00027747001	6.38	5.99	-0.38
GSCOC_T00027748001	0.96	0.89	-0.07
GSCOC_T00027751001	6.59	5.45	-1.14
GSCOC_T00027754001	4.44	3.61	-0.83
GSCOC_T00027755001	4.62	4.45	-0.18
GSCOC_T00027756001	8.16	6.22	-1.94
GSCOC_T00027757001	0.52	1.83	1.31
GSCOC_T00027761001	8.76	7.29	-1.47
GSCOC_T00027762001	4.96	2.1	-2.86
GSCOC_T00027764001	8.07	7.25	-0.83
GSCOC_T00027765001	4.12	4.82	0.7
GSCOC_T00027767001	4.01	5.56	1.55
GSCOC_T00027768001	5.01	4.27	-0.74
GSCOC_T00027772001	7.6	6.2	-1.4
GSCOC_T00027773001	5.83	4.55	-1.29
GSCOC_T00027775001	6.74	6.12	-0.62
GSCOC_T00027778001	4.57	4.93	0.36
GSCOC_T00027779001	0.48	0.61	0.12
GSCOC_T00027780001	4.86	4.9	0.04
GSCOC_T00027781001	4.86	5.07	0.21
GSCOC_T00027783001	1.14	0.45	-0.69
GSCOC_T00027784001	1.87	2.1	0.23
GSCOC_T00027788001	6.53	6.59	0.06
GSCOC_T00027789001	5.37	4.89	-0.48
GSCOC_T00027790001	3.3	5.41	2.12
GSCOC_T00027792001	6.72	6.51	-0.21
GSCOC_T00027793001	1.52	1.26	-0.26
GSCOC_T00027797001	-0.56	0.6	1.17
GSCOC_T00027800001	8.41	6.53	-1.88
GSCOC_T00027801001	4.78	4.95	0.17
GSCOC_T00027802001	7.81	7.9	0.09
GSCOC_T00027803001	6.93	5.99	-0.94
GSCOC_T00027805001	3.71	5.34	1.62
GSCOC_T00027807001	4.23	4.62	0.4
GSCOC_T00027809001	2.77	2.8	0.04
GSCOC_T00027811001	4.65	4.87	0.22
GSCOC_T00027812001	2.28	1.47	-0.81
GSCOC_T00027814001	1.38	0.78	-0.61
GSCOC_T00027815001	6.44	5.8	-0.64
GSCOC_T00027817001	3.03	4.14	1.12
GSCOC_T00027818001	4.53	6.04	1.51
GSCOC_T00027820001	6.7	4.65	-2.05
GSCOC_T00027822001	5.85	4.98	-0.88
GSCOC_T00027825001	1.83	-1.89	-3.72
GSCOC_T00027826001	6.21	5.93	-0.27
GSCOC_T00027827001	6.23	7.12	0.89
GSCOC_T00027831001	2.68	2.99	0.3
GSCOC_T00027834001	1.12	-0.81	-1.93
GSCOC_T00027836001	2.89	3.63	0.74
GSCOC_T00027837001	2.16	2.72	0.56
GSCOC_T00027839001	7.14	6.49	-0.65
GSCOC_T00027841001	7.07	5.89	-1.19
GSCOC_T00027844001	5.42	4.74	-0.68
GSCOC_T00027846001	5.09	4.55	-0.54
GSCOC_T00027847001	2.76	3.05	0.3
GSCOC_T00027848001	5.68	5.53	-0.15
GSCOC_T00027849001	-2.07	1.9	3.98
GSCOC_T00027853001	3.99	6.91	2.92
GSCOC_T00027855001	6.71	7.4	0.69
GSCOC_T00027856001	4.89	5.05	0.16
GSCOC_T00027857001	-0.06	0.33	0.39
GSCOC_T00027858001	5.52	6.45	0.93
GSCOC_T00027860001	6.03	5.37	-0.66
GSCOC_T00027861001	7.06	7.09	0.04
GSCOC_T00027862001	5.24	4.1	-1.14
GSCOC_T00027863001	4.53	4.46	-0.08
GSCOC_T00027865001	4.98	6.49	1.51
GSCOC_T00027867001	6.97	6.37	-0.6
GSCOC_T00027868001	7.49	7.86	0.37
GSCOC_T00027870001	-2.94	2.58	5.52
GSCOC_T00027871001	6.47	9.28	2.81
GSCOC_T00027872001	6.66	6.43	-0.23
GSCOC_T00027875001	5.1	6	0.9
GSCOC_T00027876001	-0.16	1.9	2.06
GSCOC_T00027877001	-0.13	-0.06	0.07
GSCOC_T00027880001	5.61	5.36	-0.25
GSCOC_T00027881001	5.48	4.73	-0.75
GSCOC_T00027883001	-0.02	0.92	0.94
GSCOC_T00027885001	3.69	4.08	0.39
GSCOC_T00027886001	3.3	5.43	2.12
GSCOC_T00027890001	3.01	3.47	0.46
GSCOC_T00027891001	4.4	5.53	1.13
GSCOC_T00027892001	7.29	7.22	-0.06
GSCOC_T00027894001	5.6	3.83	-1.77
GSCOC_T00027896001	3.85	4.44	0.58
GSCOC_T00027897001	4.32	3.57	-0.75
GSCOC_T00027898001	5.79	6.33	0.53
GSCOC_T00027899001	-2.67	0.8	3.46
GSCOC_T00027901001	3.89	3.42	-0.47
GSCOC_T00027902001	4.73	3.63	-1.1
GSCOC_T00027903001	4.48	4.21	-0.27
GSCOC_T00027905001	6.57	8.74	2.16
GSCOC_T00027906001	3.62	3.74	0.12
GSCOC_T00027908001	6.46	4.91	-1.55
GSCOC_T00027910001	6.78	5.06	-1.71
GSCOC_T00027911001	5.43	3.19	-2.25
GSCOC_T00027912001	1.06	0.72	-0.34
GSCOC_T00027914001	6.76	7.7	0.95
GSCOC_T00027916001	5.08	4.86	-0.23
GSCOC_T00027917001	6.85	6.63	-0.21
GSCOC_T00027918001	0.8	0.73	-0.08
GSCOC_T00027919001	1.51	3.55	2.04
GSCOC_T00027920001	2.01	1.62	-0.39
GSCOC_T00027921001	3.76	3.14	-0.61
GSCOC_T00027923001	0.74	0.75	0.01
GSCOC_T00027924001	4.34	3.51	-0.82
GSCOC_T00027926001	6.1	5.99	-0.12
GSCOC_T00027927001	4.64	4.82	0.18
GSCOC_T00027928001	4.66	5.44	0.78
GSCOC_T00027929001	5.12	5.12	-0
GSCOC_T00027930001	4.18	4.65	0.47
GSCOC_T00027931001	2.28	2.5	0.22
GSCOC_T00027932001	4.11	0.34	-3.76
GSCOC_T00027934001	3.72	4.34	0.62
GSCOC_T00027935001	3.72	3.55	-0.17
GSCOC_T00027936001	4.69	4.48	-0.21
GSCOC_T00027937001	4.46	4.46	-0
GSCOC_T00027938001	6.67	5.78	-0.89
GSCOC_T00027939001	4.55	3.92	-0.63
GSCOC_T00027940001	6.29	3.9	-2.4
GSCOC_T00027943001	7.9	8.06	0.16
GSCOC_T00027945001	7.09	4.65	-2.44
GSCOC_T00027946001	5.8	5.3	-0.5
GSCOC_T00027947001	5.5	5.65	0.16
GSCOC_T00027948001	2.42	0.95	-1.47
GSCOC_T00027951001	6.34	6.91	0.57
GSCOC_T00027952001	5.96	3.83	-2.14
GSCOC_T00027953001	4.85	3.87	-0.98
GSCOC_T00027954001	-2.16	0.72	2.88
GSCOC_T00027955001	-2.67	1.27	3.94
GSCOC_T00027956001	6.42	6.22	-0.2
GSCOC_T00027960001	0.06	-1.18	-1.24
GSCOC_T00027961001	1.34	1.97	0.63
GSCOC_T00027962001	2.77	3.18	0.41
GSCOC_T00027963001	3.92	3.49	-0.42
GSCOC_T00027964001	3.44	3.01	-0.43
GSCOC_T00027966001	6.03	6.1	0.07
GSCOC_T00027967001	4.27	3.84	-0.44
GSCOC_T00027968001	1.98	2.26	0.28
GSCOC_T00027969001	5.64	6.62	0.98
GSCOC_T00027973001	2.3	-0.1	-2.4
GSCOC_T00027974001	4.72	-0.55	-5.27
GSCOC_T00027980001	6.73	2.68	-4.04
GSCOC_T00027982001	-1.1	0.58	1.68
GSCOC_T00027985001	7.71	7.63	-0.08
GSCOC_T00027986001	2.79	3.32	0.53
GSCOC_T00027987001	3.82	4.09	0.27
GSCOC_T00027990001	6.36	6.14	-0.22
GSCOC_T00027992001	4.64	4.08	-0.56
GSCOC_T00027994001	6.81	7.28	0.47
GSCOC_T00027995001	7.18	6.11	-1.07
GSCOC_T00027998001	6.57	3.78	-2.8
GSCOC_T00028000001	5.11	5.88	0.77
GSCOC_T00028002001	5.32	5.55	0.23
GSCOC_T00028007001	3.17	6.22	3.06
GSCOC_T00028008001	3.33	3.2	-0.13
GSCOC_T00028009001	4.56	5.01	0.45
GSCOC_T00028010001	5.47	5.71	0.24
GSCOC_T00028012001	7.54	6.38	-1.16
GSCOC_T00028014001	5.34	6.07	0.73
GSCOC_T00028017001	7.46	6.71	-0.75
GSCOC_T00028018001	5.52	4.69	-0.82
GSCOC_T00028019001	4.27	3.44	-0.83
GSCOC_T00028020001	4.42	3.48	-0.94
GSCOC_T00028022001	3.73	3.76	0.03
GSCOC_T00028025001	2.61	4.02	1.41
GSCOC_T00028026001	2.53	3.77	1.24
GSCOC_T00028027001	4.61	4.71	0.1
GSCOC_T00028029001	4.72	2.81	-1.91
GSCOC_T00028031001	4.82	4.37	-0.45
GSCOC_T00028032001	3.56	3.37	-0.2
GSCOC_T00028033001	8.46	7.62	-0.84
GSCOC_T00028034001	5.51	5.06	-0.45
GSCOC_T00028035001	0.95	-1.79	-2.74
GSCOC_T00028036001	3.51	0.35	-3.17
GSCOC_T00028037001	5.25	5.45	0.2
GSCOC_T00028038001	4.98	4.97	-0.01
GSCOC_T00028039001	5.17	4.5	-0.67
GSCOC_T00028040001	3.31	2.1	-1.22
GSCOC_T00028041001	2.62	2.36	-0.26
GSCOC_T00028042001	5.77	5.85	0.08
GSCOC_T00028044001	0.42	2.37	1.95
GSCOC_T00028045001	4.18	5.89	1.71
GSCOC_T00028046001	5.17	4.79	-0.37
GSCOC_T00028047001	6.24	5.35	-0.89
GSCOC_T00028048001	6.02	3.71	-2.31
GSCOC_T00028051001	4.81	5.46	0.65
GSCOC_T00028052001	5.86	6.35	0.49
GSCOC_T00028053001	7.82	6.89	-0.93
GSCOC_T00028055001	4.04	3.13	-0.91
GSCOC_T00028056001	3.13	3.27	0.14
GSCOC_T00028057001	5.11	4.91	-0.2
GSCOC_T00028058001	5.04	5.57	0.53
GSCOC_T00028060001	5.74	6.85	1.11
GSCOC_T00028061001	3.67	3.37	-0.3
GSCOC_T00028062001	4.65	5.06	0.41
GSCOC_T00028065001	3.6	4.3	0.69
GSCOC_T00028066001	3.21	2.13	-1.07
GSCOC_T00028068001	6.71	5.48	-1.23
GSCOC_T00028069001	7.17	8.02	0.85
GSCOC_T00028070001	6.14	7.14	1
GSCOC_T00028071001	5.53	6.42	0.89
GSCOC_T00028073001	4.04	5.46	1.42
GSCOC_T00028077001	4.2	4.32	0.12
GSCOC_T00028079001	2.78	3.13	0.36
GSCOC_T00028080001	6.11	6.85	0.74
GSCOC_T00028081001	4.75	4.94	0.19
GSCOC_T00028082001	-0.99	2.49	3.48
GSCOC_T00028083001	1.71	-1.28	-2.99
GSCOC_T00028084001	3.61	-0.75	-4.35
GSCOC_T00028085001	-0.92	3.48	4.4
GSCOC_T00028088001	1.29	-1.9	-3.19
GSCOC_T00028089001	9.82	8.21	-1.61
GSCOC_T00028091001	8.23	9.14	0.92
GSCOC_T00028092001	5.28	4.49	-0.79
GSCOC_T00028093001	7.07	6.58	-0.49
GSCOC_T00028094001	4.54	4.25	-0.3
GSCOC_T00028097001	6.29	5.39	-0.9
GSCOC_T00028098001	3.17	2.95	-0.22
GSCOC_T00028101001	-0.97	0.53	1.5
GSCOC_T00028103001	1.16	4.84	3.68
GSCOC_T00028104001	3.64	3.7	0.07
GSCOC_T00028105001	4.11	4.1	-0.01
GSCOC_T00028106001	4.58	5.52	0.94
GSCOC_T00028107001	1.87	2.78	0.91
GSCOC_T00028109001	8.99	7.61	-1.38
GSCOC_T00028110001	4.07	6.47	2.39
GSCOC_T00028111001	5.15	4.96	-0.19
GSCOC_T00028118001	6.53	5.9	-0.64
GSCOC_T00028119001	4.21	6.81	2.61
GSCOC_T00028120001	2.22	3.77	1.55
GSCOC_T00028122001	5.28	1.03	-4.26
GSCOC_T00028124001	0.31	3.12	2.82
GSCOC_T00028125001	3.49	3.13	-0.37
GSCOC_T00028126001	4.12	6.12	2
GSCOC_T00028127001	8.43	8.4	-0.03
GSCOC_T00028128001	-1.7	2.01	3.71
GSCOC_T00028129001	5.75	6.11	0.36
GSCOC_T00028131001	0.07	3.55	3.48
GSCOC_T00028132001	6.05	5.51	-0.54
GSCOC_T00028133001	6.13	5.8	-0.33
GSCOC_T00028134001	6.85	6.27	-0.58
GSCOC_T00028135001	2.71	1.91	-0.8
GSCOC_T00028137001	3.77	3.94	0.17
GSCOC_T00028139001	2.99	0.92	-2.07
GSCOC_T00028141001	4.47	4.91	0.44
GSCOC_T00028143001	6	6.33	0.33
GSCOC_T00028144001	-0.34	2.76	3.09
GSCOC_T00028146001	2.75	2.84	0.09
GSCOC_T00028149001	3.75	3.52	-0.23
GSCOC_T00028150001	0.65	0.4	-0.25
GSCOC_T00028152001	5.89	4.72	-1.17
GSCOC_T00028154001	5.51	-0.79	-6.3
GSCOC_T00028155001	1.83	3.96	2.13
GSCOC_T00028156001	2.19	5.62	3.43
GSCOC_T00028157001	4.84	4.01	-0.83
GSCOC_T00028159001	4.55	4.33	-0.22
GSCOC_T00028160001	2.6	3.52	0.91
GSCOC_T00028161001	-0.01	2.14	2.16
GSCOC_T00028162001	2.53	6.07	3.54
GSCOC_T00028163001	3.15	4.43	1.28
GSCOC_T00028164001	0.11	1.48	1.37
GSCOC_T00028167001	5.87	5.74	-0.13
GSCOC_T00028168001	5.98	6.62	0.63
GSCOC_T00028170001	1.72	4.7	2.98
GSCOC_T00028172001	3.45	4.85	1.4
GSCOC_T00028173001	4.27	4.01	-0.25
GSCOC_T00028174001	5.85	5.71	-0.14
GSCOC_T00028179001	4.93	6.25	1.32
GSCOC_T00028181001	6.26	7	0.74
GSCOC_T00028182001	1.93	2.04	0.11
GSCOC_T00028183001	1.98	4.14	2.16
GSCOC_T00028184001	2.75	3.56	0.81
GSCOC_T00028185001	8.13	7.74	-0.39
GSCOC_T00028187001	4.35	3.93	-0.42
GSCOC_T00028188001	5.4	3.88	-1.52
GSCOC_T00028190001	4.87	5.69	0.82
GSCOC_T00028191001	5.38	6.04	0.65
GSCOC_T00028193001	3.13	3.78	0.64
GSCOC_T00028195001	3.23	3.59	0.36
GSCOC_T00028197001	6.52	8.96	2.45
GSCOC_T00028199001	3.2	3.66	0.46
GSCOC_T00028201001	5.26	5.44	0.18
GSCOC_T00028204001	5.52	6.17	0.64
GSCOC_T00028206001	2.66	7.58	4.92
GSCOC_T00028207001	0.9	3.71	2.81
GSCOC_T00028208001	7.51	5.2	-2.31
GSCOC_T00028209001	10.86	9.94	-0.93
GSCOC_T00028210001	4.39	4.42	0.03
GSCOC_T00028212001	5.49	5.33	-0.16
GSCOC_T00028213001	2.83	3.21	0.39
GSCOC_T00028216001	8.74	10.08	1.33
GSCOC_T00028217001	4.64	3.03	-1.61
GSCOC_T00028219001	5.76	5.94	0.18
GSCOC_T00028221001	7.04	7.24	0.2
GSCOC_T00028226001	4.11	7.07	2.95
GSCOC_T00028227001	5.78	4.42	-1.36
GSCOC_T00028228001	3.44	3.24	-0.2
GSCOC_T00028229001	6.63	6.19	-0.44
GSCOC_T00028231001	2.56	2.78	0.22
GSCOC_T00028232001	4.8	5.17	0.37
GSCOC_T00028234001	1.91	1.36	-0.55
GSCOC_T00028235001	5.32	0.72	-4.6
GSCOC_T00028237001	0.89	1.35	0.47
GSCOC_T00028238001	5.43	4.83	-0.6
GSCOC_T00028239001	4.91	4.85	-0.06
GSCOC_T00028240001	6.92	6.39	-0.54
GSCOC_T00028242001	1.09	1.76	0.66
GSCOC_T00028243001	2.71	3.57	0.86
GSCOC_T00028245001	5.18	3.94	-1.24
GSCOC_T00028246001	2.6	1.3	-1.3
GSCOC_T00028252001	3.74	3.9	0.16
GSCOC_T00028253001	3.32	8	4.68
GSCOC_T00028255001	6.37	6.16	-0.21
GSCOC_T00028258001	4.84	3.59	-1.25
GSCOC_T00028260001	4.41	4.86	0.45
GSCOC_T00028261001	7.48	7.81	0.33
GSCOC_T00028263001	5.97	5.48	-0.49
GSCOC_T00028264001	-2.62	0.26	2.88
GSCOC_T00028266001	8.07	6.73	-1.34
GSCOC_T00028267001	7.93	7.94	0
GSCOC_T00028268001	3.62	3.05	-0.57
GSCOC_T00028270001	6.61	5.55	-1.06
GSCOC_T00028271001	0.46	0.77	0.31
GSCOC_T00028272001	5.94	4.98	-0.96
GSCOC_T00028273001	4.2	4.52	0.32
GSCOC_T00028274001	5.84	6.07	0.23
GSCOC_T00028276001	3.11	3.93	0.82
GSCOC_T00028278001	3.08	-2.14	-5.22
GSCOC_T00028281001	-0.25	0.82	1.07
GSCOC_T00028282001	3.57	8.45	4.88
GSCOC_T00028283001	0.72	2.8	2.09
GSCOC_T00028284001	7.31	8.42	1.12
GSCOC_T00028286001	6.65	7.78	1.13
GSCOC_T00028287001	7.48	7.49	0.01
GSCOC_T00028288001	5.09	2.67	-2.42
GSCOC_T00028289001	3.37	1.95	-1.43
GSCOC_T00028291001	2.26	3.25	0.99
GSCOC_T00028292001	0.91	-0.3	-1.22
GSCOC_T00028293001	6.13	5.1	-1.04
GSCOC_T00028294001	6.55	6.36	-0.19
GSCOC_T00028295001	1.89	1.52	-0.38
GSCOC_T00028296001	2.91	1.83	-1.08
GSCOC_T00028297001	5.39	4.48	-0.91
GSCOC_T00028298001	-0.01	0.63	0.64
GSCOC_T00028299001	6.65	6.09	-0.56
GSCOC_T00028300001	8.89	7.95	-0.94
GSCOC_T00028301001	8.62	7.08	-1.54
GSCOC_T00028302001	0.5	-0.37	-0.87
GSCOC_T00028305001	3.06	3.61	0.55
GSCOC_T00028306001	4.39	5.91	1.52
GSCOC_T00028307001	3.6	4.68	1.08
GSCOC_T00028308001	5.65	5.85	0.19
GSCOC_T00028310001	4.84	4.99	0.14
GSCOC_T00028311001	3.02	3.21	0.19
GSCOC_T00028312001	5.04	4.97	-0.07
GSCOC_T00028314001	5.59	5.48	-0.12
GSCOC_T00028315001	0.83	0.69	-0.15
GSCOC_T00028316001	5.43	6.48	1.05
GSCOC_T00028319001	4	5.07	1.08
GSCOC_T00028320001	7.03	5.56	-1.47
GSCOC_T00028321001	2.66	3.03	0.37
GSCOC_T00028322001	7.07	7.16	0.09
GSCOC_T00028324001	-0.8	2.65	3.45
GSCOC_T00028327001	-0.19	1.58	1.76
GSCOC_T00028328001	1.38	4.69	3.31
GSCOC_T00028331001	5	6.93	1.93
GSCOC_T00028332001	4.22	6.4	2.18
GSCOC_T00028334001	2.46	2.16	-0.3
GSCOC_T00028335001	4.15	5.26	1.11
GSCOC_T00028337001	5.43	5.41	-0.03
GSCOC_T00028341001	3.61	3.75	0.14
GSCOC_T00028342001	0.52	5.44	4.92
GSCOC_T00028345001	6.96	7.15	0.2
GSCOC_T00028346001	5.34	5.76	0.42
GSCOC_T00028347001	2.43	4.43	1.99
GSCOC_T00028348001	2.1	4.34	2.23
GSCOC_T00028349001	4.6	4.5	-0.1
GSCOC_T00028350001	7.61	6.92	-0.68
GSCOC_T00028351001	6.05	6.1	0.05
GSCOC_T00028352001	7.57	6.93	-0.64
GSCOC_T00028354001	7.19	6.96	-0.22
GSCOC_T00028355001	4.99	4.66	-0.33
GSCOC_T00028356001	4.44	4.85	0.41
GSCOC_T00028359001	5.66	5.21	-0.44
GSCOC_T00028360001	3.24	4.64	1.4
GSCOC_T00028361001	4.5	2.47	-2.04
GSCOC_T00028364001	2.82	3.11	0.29
GSCOC_T00028365001	7.34	4.55	-2.79
GSCOC_T00028366001	1.06	-1.41	-2.47
GSCOC_T00028368001	-2.79	1.45	4.24
GSCOC_T00028370001	4.57	5.78	1.2
GSCOC_T00028371001	5.79	6.14	0.35
GSCOC_T00028372001	6.07	5.28	-0.79
GSCOC_T00028374001	5.17	5.22	0.05
GSCOC_T00028378001	9.03	6.81	-2.22
GSCOC_T00028379001	10.43	6.38	-4.06
GSCOC_T00028381001	3.89	3.72	-0.18
GSCOC_T00028382001	3.54	2.7	-0.84
GSCOC_T00028383001	3	3.44	0.44
GSCOC_T00028384001	6.26	2.57	-3.68
GSCOC_T00028385001	7.47	5.16	-2.31
GSCOC_T00028386001	5.1	6.45	1.35
GSCOC_T00028387001	-1.7	2.21	3.91
GSCOC_T00028391001	7.04	5.26	-1.78
GSCOC_T00028393001	-1.76	1.83	3.58
GSCOC_T00028395001	5.73	5.19	-0.54
GSCOC_T00028397001	5.9	4.72	-1.19
GSCOC_T00028398001	4.25	4	-0.25
GSCOC_T00028399001	2.47	2.73	0.26
GSCOC_T00028402001	6.01	6.91	0.91
GSCOC_T00028404001	5.52	4.98	-0.55
GSCOC_T00028406001	5.44	4.74	-0.7
