geneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
GSCOC_T00013173001	6.268467e+00	3.6205276459	10.213417864	3.342633e-06	3.505633e-05	5.1088054545
GSCOC_T00042041001	-6.255745e+00	-1.2977983572	-4.011007734	3.147897e-03	7.244200e-03	-1.5632845816
GSCOC_T00021098001	-6.252120e+00	0.5663498347	-2.983627731	1.559676e-02	2.843918e-02	-3.1835161260
GSCOC_T00036575001	6.243092e+00	-1.5439287598	8.927996044	1.001364e-05	7.525547e-05	3.9351585663
GSCOC_T00011749001	-6.228780e+00	5.3814324506	-9.660283052	5.279235e-06	4.830251e-05	4.4454690983
GSCOC_T00019083001	6.225637e+00	1.9582576115	14.432660225	1.825296e-07	5.469442e-06	7.6460750173
GSCOC_T00005305001	6.224788e+00	0.2377285404	9.333624285	6.987856e-06	5.900013e-05	4.2836388211
GSCOC_T00042095001	6.224342e+00	-0.3540718575	5.838497526	2.610719e-04	9.368876e-04	0.8857482503
GSCOC_T00039252001	-6.222671e+00	4.4577978193	-9.388995525	6.659688e-06	5.684639e-05	4.2974575211
GSCOC_T00012984001	6.220526e+00	-1.1555768986	10.220260157	3.324233e-06	3.502104e-05	4.8998003759
GSCOC_T00004902001	6.219977e+00	-1.9506143552	15.504036480	9.884000e-08	3.828102e-06	7.4865027253
GSCOC_T00025146001	6.211614e+00	-1.9476667877	10.125026504	3.590716e-06	3.697269e-05	4.8034461999
GSCOC_T00034509001	-6.197260e+00	0.5989853460	-9.779844495	4.773814e-06	4.508712e-05	4.6305202630
GSCOC_T00017048001	6.193440e+00	-1.9670907466	10.219550835	3.326135e-06	3.502104e-05	4.8653555215
GSCOC_T00013580001	6.176750e+00	2.4503585786	12.310919456	7.039817e-07	1.233984e-05	6.5777874883
GSCOC_T00030951001	6.173366e+00	4.1811840310	22.304750971	4.224217e-09	6.819980e-07	11.4144901302
GSCOC_T00005512001	-6.168201e+00	-1.4670667293	-8.685670686	1.249507e-05	8.835526e-05	3.7324669776
GSCOC_T00023493001	-6.159270e+00	3.7557049984	-11.074089694	1.709688e-06	2.175255e-05	5.7635099938
GSCOC_T00042892001	6.151230e+00	2.7418918872	9.729361326	4.980399e-06	4.651030e-05	4.7315442301
GSCOC_T00041846001	6.148060e+00	1.9341712717	14.573851397	1.679553e-07	5.144723e-06	7.7181315379
GSCOC_T00001267001	-6.145178e+00	3.7250849060	-11.268586871	1.478649e-06	1.999366e-05	5.9112666461
GSCOC_T00020242001	6.143267e+00	1.3095612606	8.167581695	2.040725e-05	1.269875e-04	3.3455747520
GSCOC_T00028278001	-6.141881e+00	-0.0178614887	-2.444895561	3.742467e-02	6.040495e-02	-4.0216200184
GSCOC_T00032263001	6.140436e+00	4.4036941404	11.405651887	1.336612e-06	1.874671e-05	5.9948207196
GSCOC_T00022480001	6.136581e+00	2.5106011426	11.682676917	1.093366e-06	1.642073e-05	6.1796054504
GSCOC_T00023541001	6.126164e+00	-1.9828728997	7.489803580	4.028488e-05	2.162272e-04	2.6652833081
GSCOC_T00012344001	-6.124622e+00	5.0967263112	-11.139890127	1.627337e-06	2.108198e-05	5.7091027866
GSCOC_T00020136001	6.119987e+00	0.7039422312	8.746328270	1.181595e-05	8.470821e-05	3.8169831225
GSCOC_T00030688001	6.119913e+00	3.7624395365	21.952771081	4.853534e-09	7.190934e-07	11.1780685748
GSCOC_T00009344001	6.116331e+00	5.0556537017	28.847463142	4.433939e-10	2.597583e-07	13.5383703110
GSCOC_T00030435001	6.114510e+00	4.6577683219	19.197304877	1.560486e-08	1.421032e-06	10.3625729061
GSCOC_T00011418001	-6.105260e+00	-1.0091681034	-6.749522325	8.946557e-05	3.985071e-04	1.9215845549
GSCOC_T00043158001	6.104083e+00	0.0318667042	8.989697130	9.472223e-06	7.217447e-05	4.0098666534
GSCOC_T00011630001	-6.100946e+00	-1.0954170928	-6.755026304	8.891610e-05	3.968171e-04	1.9272366698
GSCOC_T00022112001	6.092486e+00	4.8716355176	32.975093812	1.366882e-10	1.515290e-07	14.3786010045
GSCOC_T00007111001	6.071668e+00	4.1720910952	10.738272834	2.208534e-06	2.616048e-05	5.4933356634
GSCOC_T00035798001	6.059101e+00	0.5082064620	7.757317490	3.063364e-05	1.742440e-04	2.9389566556
GSCOC_T00004222001	-6.057228e+00	5.8499344591	-11.688410576	1.088879e-06	1.637969e-05	6.0695275759
GSCOC_T00038085001	-6.055592e+00	3.1384879268	-9.696174654	5.121570e-06	4.733665e-05	4.6810240957
GSCOC_T00042848001	6.052539e+00	-0.7478100418	9.586424073	5.620806e-06	5.053292e-05	4.4578372954
GSCOC_T00006610001	6.046002e+00	0.5164740711	9.095357233	8.618425e-06	6.765717e-05	4.0990407840
GSCOC_T00027692001	6.038939e+00	-0.0858194171	10.790702476	2.121029e-06	2.544689e-05	5.3027028680
GSCOC_T00030969001	-6.037022e+00	-0.7675086791	-8.783307083	1.142194e-05	8.275601e-05	3.8265345483
GSCOC_T00022693001	6.034390e+00	0.6421627565	9.242333764	7.568533e-06	6.205900e-05	4.2160315392
GSCOC_T00029809001	6.034287e+00	-0.1219315858	6.518279001	1.162722e-04	4.917273e-04	1.6709859058
GSCOC_T00019561001	6.030761e+00	-0.6672016412	9.359877600	6.830090e-06	5.800915e-05	4.2890111654
GSCOC_T00040783001	-6.014779e+00	1.1148878941	-3.285867681	9.621615e-03	1.879422e-02	-2.7998651749
GSCOC_T00037445001	6.009185e+00	-1.6551736015	12.150654946	7.861260e-07	1.322108e-05	6.0353070886
GSCOC_T00000115001	-6.006666e+00	-1.4903112578	-9.102982904	8.560169e-06	6.731308e-05	4.0627390420
GSCOC_T00033582001	-6.006265e+00	-0.7381015658	-5.926300366	2.343861e-04	8.557638e-04	0.9942195959
GSCOC_T00011816001	6.005840e+00	3.5541190507	5.810218497	2.703566e-04	9.650362e-04	0.5492862537
GSCOC_T00004456001	5.996892e+00	2.6094890901	16.188191488	6.818288e-08	3.084221e-06	8.6755353936
GSCOC_T00022425001	-5.987887e+00	1.5583422687	-4.678207035	1.199753e-03	3.241244e-03	-0.7514059867
GSCOC_T00028720001	5.983561e+00	-0.8745259065	9.401473798	6.588103e-06	5.646773e-05	4.3159673498
GSCOC_T00016591001	5.983249e+00	2.1880336055	16.151165399	6.954041e-08	3.090906e-06	8.5353723889
GSCOC_T00031062001	-5.980749e+00	-1.4780809363	-7.363972855	4.594140e-05	2.389619e-04	2.5453518077
GSCOC_T00001014001	-5.975982e+00	6.7076905840	-12.553491418	5.971351e-07	1.119209e-05	6.6522106018
GSCOC_T00041256001	5.971008e+00	-1.1470967043	8.978620889	9.566991e-06	7.283711e-05	3.9816760778
GSCOC_T00024709001	5.968888e+00	-0.3029803988	8.418514001	1.604311e-05	1.058653e-04	3.5299824171
GSCOC_T00036193001	5.957211e+00	-2.0826092504	11.775365578	1.023262e-06	1.563196e-05	5.7965069635
GSCOC_T00036197001	5.957211e+00	-2.0826092504	11.775365578	1.023262e-06	1.563196e-05	5.7965069635
GSCOC_T00020167001	5.955082e+00	1.7231912685	8.915443201	1.012791e-05	7.593085e-05	4.0303935544
GSCOC_T00043126001	5.954797e+00	-1.5036915861	10.446493444	2.774583e-06	3.083091e-05	5.0331941081
GSCOC_T00030765001	5.945528e+00	0.1017455223	8.271002740	1.846768e-05	1.179858e-04	3.4048540396
GSCOC_T00008097001	-5.945407e+00	1.7407578105	-6.014167482	2.106257e-04	7.879679e-04	1.0037061235
GSCOC_T00022522001	-5.941313e+00	3.7573284797	-6.100960257	1.897087e-04	7.237855e-04	0.8388608537
GSCOC_T00009051001	5.940608e+00	0.3863313221	8.170531344	2.034892e-05	1.267701e-04	3.3175992358
GSCOC_T00041089001	-5.938742e+00	5.2236524340	-30.376786709	2.815259e-10	2.285011e-07	14.0713009453
GSCOC_T00000264001	5.938030e+00	-1.5055011259	11.088940955	1.690707e-06	2.158831e-05	5.4388810430
GSCOC_T00032217001	5.935890e+00	0.9824137210	6.417616105	1.305866e-04	5.412502e-04	1.5507379352
GSCOC_T00012417001	5.934615e+00	-2.0990583127	8.934941616	9.951022e-06	7.493573e-05	3.9174783994
GSCOC_T00036486001	5.931911e+00	2.2012858580	14.473277301	1.781982e-07	5.365492e-06	7.7673741559
GSCOC_T00034196001	-5.930535e+00	6.3524940325	-14.008331329	2.354767e-07	6.391364e-06	7.6463906665
GSCOC_T00031867001	-5.925997e+00	5.0120856863	-6.962361808	7.068139e-05	3.312581e-04	1.6941743244
GSCOC_T00037187001	-5.921781e+00	-2.3816754853	-13.655297862	2.926556e-07	7.283078e-06	6.6464663754
GSCOC_T00031488001	5.916344e+00	-0.1547862460	3.366403327	8.472237e-03	1.685958e-02	-2.5681610580
GSCOC_T00028424001	-5.914608e+00	-1.0129937736	-8.331945716	1.742028e-05	1.131118e-04	3.4416021674
GSCOC_T00029657001	-5.909084e+00	2.8773191943	-7.737505361	3.125354e-05	1.768539e-04	2.8449764226
GSCOC_T00002340001	-5.900796e+00	0.4595644590	-5.418594258	4.435664e-04	1.439336e-03	0.3571428360
GSCOC_T00003922001	5.898672e+00	-2.1154924105	10.391000247	2.899446e-06	3.178211e-05	4.9615694037
GSCOC_T00009035001	-5.893091e+00	-0.5957334417	-8.126920155	2.123028e-05	1.311869e-04	3.2675165551
GSCOC_T00032914001	5.887395e+00	-2.1149684849	16.508878443	5.758133e-08	2.821072e-06	7.7783042089
GSCOC_T00022621001	5.881989e+00	-0.1619629307	9.184497675	7.963841e-06	6.413675e-05	4.1605812033
GSCOC_T00022550001	-5.879901e+00	3.5375864330	-20.176552958	1.012560e-08	1.051816e-06	10.6257838878
GSCOC_T00030707001	5.876829e+00	2.2821805510	19.181619191	1.571603e-08	1.423519e-06	9.7395431368
GSCOC_T00039754001	5.873373e+00	0.2996149122	9.627465010	5.428095e-06	4.935786e-05	4.5045556305
GSCOC_T00029392001	5.871202e+00	-1.2074054868	5.329233952	4.980943e-04	1.580021e-03	0.2589985519
GSCOC_T00026230001	5.869639e+00	1.2802558772	9.806001800	4.670507e-06	4.446151e-05	4.7279062956
GSCOC_T00015304001	5.866283e+00	-2.1189556507	11.971748572	8.905802e-07	1.427069e-05	5.8967996496
GSCOC_T00031148001	-5.863726e+00	2.6081156481	-8.237896876	1.906554e-05	1.210333e-04	3.3732558211
GSCOC_T00042517001	5.859161e+00	-0.2646281857	8.951107360	9.806947e-06	7.405990e-05	3.9737090645
GSCOC_T00015092001	-5.852777e+00	-0.7384609501	-8.445177543	1.564341e-05	1.039321e-04	3.5429266430
GSCOC_T00035104001	-5.851541e+00	-0.2816278819	-2.821171748	2.028116e-02	3.559691e-02	-3.4209816007
GSCOC_T00030778001	5.849238e+00	-0.3282192954	4.595815129	1.346821e-03	3.565293e-03	-0.7339378918
GSCOC_T00042727001	-5.843839e+00	3.2003850618	-1.624364223	1.392233e-01	1.889055e-01	-5.7989101318
GSCOC_T00036561001	5.833293e+00	3.6238085145	19.468529067	1.381433e-08	1.322492e-06	10.3117471655
GSCOC_T00042644001	5.824319e+00	5.6824320483	21.127631218	6.779424e-09	8.638597e-07	11.2393177516
GSCOC_T00004994001	5.822633e+00	3.6881871262	24.834523074	1.650563e-09	4.052989e-07	12.0583412369
GSCOC_T00012254001	5.822482e+00	2.6490192713	11.211604880	1.542544e-06	2.048095e-05	5.8726663021
GSCOC_T00008804001	-5.820255e+00	0.1495087641	-7.719954183	3.181422e-05	1.793742e-04	2.9000360989
GSCOC_T00023255001	-5.816059e+00	-0.4790621504	-7.339062647	4.716145e-05	2.436783e-04	2.5283393319
GSCOC_T00028727001	5.809901e+00	-0.7810052847	8.965296853	9.682377e-06	7.353564e-05	3.9765847415
GSCOC_T00024938001	5.802294e+00	0.1549161943	4.031336851	3.053852e-03	7.062600e-03	-1.5546400822
GSCOC_T00016815001	-5.801956e+00	3.1785023234	-18.274059735	2.393066e-08	1.686548e-06	9.8047630166
GSCOC_T00032761001	5.797915e+00	-1.1817928502	11.451783735	1.292255e-06	1.835907e-05	5.6674986259
GSCOC_T00013900001	-5.796003e+00	2.8221101569	-4.777946568	1.044421e-03	2.888483e-03	-0.8117523027
GSCOC_T00023577001	5.794846e+00	1.0528982874	7.008340807	6.721878e-05	3.185592e-04	2.1966361044
GSCOC_T00032245001	5.793351e+00	-0.1742594236	7.421254206	4.326513e-05	2.282208e-04	2.6121083780
GSCOC_T00024695001	5.792388e+00	-1.5770217764	10.153702333	3.508074e-06	3.628184e-05	4.8307089415
GSCOC_T00017780001	-5.791171e+00	5.1928244901	-9.550436416	5.796012e-06	5.157290e-05	4.3365626847
GSCOC_T00030936001	5.782724e+00	-2.1677318602	13.731920001	2.790469e-07	7.116459e-06	6.7345206457
GSCOC_T00017139001	-5.779952e+00	4.0789178535	-12.925042838	4.666137e-07	9.519940e-06	7.0547768766
GSCOC_T00037027001	5.777014e+00	4.4349511524	24.634868622	1.771484e-09	4.133758e-07	12.2801987971
GSCOC_T00016929001	5.771766e+00	-2.1707772118	15.784891689	8.471145e-08	3.467968e-06	7.5230474262
GSCOC_T00003246001	-5.764162e+00	1.7714308785	-7.439520084	4.244805e-05	2.249916e-04	2.6165108613
GSCOC_T00043045001	5.758548e+00	3.8191942919	28.786580124	4.517042e-10	2.597583e-07	13.0891615455
GSCOC_T00023076001	5.750384e+00	-1.3837174656	6.860758640	7.904621e-05	3.616378e-04	2.0382892728
GSCOC_T00037166001	-5.745909e+00	3.5280363015	-10.722086379	2.236350e-06	2.634241e-05	5.4911670133
GSCOC_T00035658001	-5.745097e+00	2.8242013334	-3.946335320	3.468102e-03	7.854243e-03	-2.0681097234
GSCOC_T00032817001	-5.733806e+00	4.3151079696	-14.535357177	1.717966e-07	5.240357e-06	8.0524756972
GSCOC_T00007152001	5.733321e+00	6.4831733286	13.531965542	3.161314e-07	7.575791e-06	7.3487040610
GSCOC_T00000095001	-5.729675e+00	2.0403905891	-18.082022275	2.622421e-08	1.780195e-06	9.3852789541
GSCOC_T00037082001	5.727530e+00	1.5474610667	13.986585990	2.386159e-07	6.409327e-06	7.3728627135
GSCOC_T00030484001	5.724253e+00	0.0636837692	9.035398826	9.091994e-06	7.009169e-05	4.0446461913
GSCOC_T00041983001	-5.707795e+00	-1.3278323407	-9.485497103	6.127612e-06	5.387448e-05	4.3531583827
GSCOC_T00015073001	-5.707600e+00	1.2947180492	-5.718535043	3.030137e-04	1.055544e-03	0.6662712281
GSCOC_T00025153001	5.700847e+00	2.0604198813	3.642101624	5.511783e-03	1.165277e-02	-2.3710124656
GSCOC_T00042851001	5.691296e+00	-0.7037024040	7.883808330	2.698045e-05	1.579401e-04	3.0481479982
GSCOC_T00020342001	-5.677262e+00	2.0822751108	-6.522025457	1.157736e-04	4.903045e-04	1.5687096774
GSCOC_T00012797001	-5.677181e+00	0.9658447084	-11.454903018	1.289315e-06	1.833125e-05	5.8759928336
GSCOC_T00028368001	5.676427e+00	-1.4278153044	9.324688600	7.042466e-06	5.927356e-05	4.2389538226
GSCOC_T00032923001	-5.671933e+00	3.1406022059	-4.115319946	2.695853e-03	6.358331e-03	-1.8708798234
GSCOC_T00018092001	5.668853e+00	2.2902097375	10.225654991	3.309805e-06	3.498063e-05	5.1275006310
GSCOC_T00035463001	-5.662293e+00	-0.4564615944	-6.237622952	1.612188e-04	6.358826e-04	1.3566383934
GSCOC_T00022963001	5.658948e+00	8.6038125280	18.841709100	1.835483e-08	1.536538e-06	10.2690783768
GSCOC_T00032546001	5.652149e+00	0.9698788155	6.633605368	1.019447e-04	4.428912e-04	1.7900310235
GSCOC_T00026851001	5.650047e+00	-2.2313916021	15.535972005	9.710875e-08	3.786280e-06	7.4185028801
GSCOC_T00029736001	5.636329e+00	3.5270522845	19.119084057	1.616806e-08	1.444141e-06	10.1777629213
GSCOC_T00036713001	5.635872e+00	0.5786447334	13.477214704	3.272155e-07	7.714236e-06	6.8127483808
GSCOC_T00022589001	-5.634105e+00	3.5760969739	-6.502903238	1.183431e-04	4.992608e-04	1.3413384226
GSCOC_T00042945001	5.632812e+00	1.0072478952	6.055372033	2.003981e-04	7.567118e-04	1.1206259116
GSCOC_T00009368001	-5.627253e+00	5.9978969705	-33.598872084	1.158854e-10	1.515290e-07	15.0011437305
GSCOC_T00029619001	5.623601e+00	5.5855929286	27.468679704	6.817774e-10	2.878746e-07	13.3534960183
GSCOC_T00026227001	5.621741e+00	1.4819625795	9.786303348	4.748073e-06	4.497058e-05	4.7415058989
GSCOC_T00037061001	5.620418e+00	-2.2450053841	13.069946168	4.245602e-07	9.044316e-06	6.4194547305
GSCOC_T00023941001	-5.618407e+00	0.5243756690	-5.150847896	6.299304e-04	1.906540e-03	-0.0023025946
GSCOC_T00020863001	5.616849e+00	0.2175269533	4.092706082	2.787630e-03	6.540910e-03	-1.4633221085
GSCOC_T00042957001	5.613947e+00	2.6823341850	13.421695113	3.388966e-07	7.868809e-06	7.3096088427
GSCOC_T00028664001	5.608013e+00	1.1410946369	8.008650261	2.383895e-05	1.436030e-04	3.1990536052
GSCOC_T00029382001	5.598539e+00	-2.2583410029	15.101937594	1.238356e-07	4.352350e-06	7.2551778401
GSCOC_T00022785001	5.590790e+00	0.1306255329	8.470696035	1.527112e-05	1.021796e-04	3.5772014574
GSCOC_T00036923001	5.589115e+00	1.2088576771	11.915682135	9.264066e-07	1.454513e-05	6.1671720414
GSCOC_T00018859001	-5.584177e+00	-1.5239946315	-8.705593416	1.226739e-05	8.717457e-05	3.7382150669
GSCOC_T00034636001	5.583021e+00	2.3695233208	10.820919324	2.072342e-06	2.503979e-05	5.5821974614
GSCOC_T00004804001	5.578450e+00	1.9326139923	11.311525990	1.432433e-06	1.962372e-05	5.8972510125
GSCOC_T00023679001	5.575366e+00	7.1962204131	7.016788082	6.660305e-05	3.166953e-04	1.5809551850
GSCOC_T00015514001	-5.573533e+00	4.1807688618	-7.272653107	5.059115e-05	2.565007e-04	2.1389998719
GSCOC_T00032772001	5.569817e+00	-0.5313728553	11.259817376	1.488289e-06	2.006020e-05	5.5754170999
GSCOC_T00021355001	5.565499e+00	2.1335350506	16.586292323	5.530518e-08	2.731315e-06	8.7648493005
GSCOC_T00026258001	5.564102e+00	0.1598557621	7.888434473	2.685625e-05	1.576071e-04	3.0585205263
GSCOC_T00016523001	5.563744e+00	2.5389688015	10.031759721	3.874730e-06	3.910062e-05	4.9782159000
GSCOC_T00013834001	5.563201e+00	-0.8983715256	7.345579693	4.683886e-05	2.426159e-04	2.5332280645
GSCOC_T00027668001	-5.562082e+00	3.9537425227	-13.183137597	3.946252e-07	8.586088e-06	7.2234312033
GSCOC_T00022213001	5.560603e+00	-2.2748116878	13.049266766	4.302963e-07	9.121639e-06	6.4028873312
GSCOC_T00030266001	5.557146e+00	-2.2786297319	15.691157560	8.916100e-08	3.602722e-06	7.4571698237
GSCOC_T00006574001	5.557028e+00	2.2469395343	5.484541786	4.074827e-04	1.343261e-03	0.2769245711
GSCOC_T00031153001	-5.556824e+00	1.5974159362	-12.447735119	6.413361e-07	1.169582e-05	6.6132432117
GSCOC_T00022013001	5.553712e+00	-2.2814360125	12.939251585	4.622926e-07	9.453592e-06	6.3498488134
GSCOC_T00018115001	-5.546148e+00	0.4715150504	-6.346246711	1.418980e-04	5.749840e-04	1.4723643500
GSCOC_T00037711001	-5.535900e+00	3.9906676339	-6.346719560	1.418196e-04	5.749161e-04	1.0688495012
GSCOC_T00022468001	5.535181e+00	1.3126824045	16.914077493	4.671381e-08	2.514858e-06	8.5699876518
GSCOC_T00027974001	-5.524390e+00	1.9670314940	-8.077978663	2.226965e-05	1.360145e-04	3.2476538575
GSCOC_T00042747001	-5.519325e+00	9.1188472852	-11.987423635	8.808400e-07	1.423516e-05	6.2411925668
GSCOC_T00039352001	5.518717e+00	-0.9280938207	7.858333806	2.767584e-05	1.609509e-04	3.0214206687
GSCOC_T00028474001	5.514610e+00	-0.1584532819	6.667137578	9.814970e-05	4.298050e-04	1.8339537247
GSCOC_T00033771001	5.513768e+00	5.0775241646	31.225549039	2.209043e-10	2.061921e-07	14.2090322202
GSCOC_T00027468001	-5.513014e+00	1.6290807397	-8.067421274	2.250111e-05	1.372565e-04	3.2515862368
GSCOC_T00025786001	5.511564e+00	-0.5099052500	7.208205909	5.418252e-05	2.686532e-04	2.3982845407
GSCOC_T00035251001	-5.509781e+00	2.9793960965	-11.907952098	9.314700e-07	1.461234e-05	6.3819919003
GSCOC_T00010745001	5.505618e+00	1.6319031923	12.913874089	4.700417e-07	9.568962e-06	6.8499108065
GSCOC_T00031898001	-5.502087e+00	5.0198323580	-17.374160715	3.704818e-08	2.231017e-06	9.5777391719
GSCOC_T00016041001	5.501205e+00	-0.6897319751	5.042643473	7.279670e-04	2.150948e-03	-0.1180864317
GSCOC_T00010068001	-5.500457e+00	4.4298844795	-9.658734027	5.286159e-06	4.830251e-05	4.4954123223
GSCOC_T00011537001	-5.499315e+00	-1.3315588794	-7.103202369	6.064714e-05	2.934580e-04	2.2852571642
GSCOC_T00030430001	5.497780e+00	4.5685743676	25.191168244	1.456723e-09	3.941176e-07	12.5238811639
GSCOC_T00022419001	-5.497088e+00	-0.3544762378	-7.364501868	4.591587e-05	2.388956e-04	2.5532489700
GSCOC_T00032781001	5.492830e+00	-2.3096045669	13.490844116	3.244166e-07	7.695310e-06	6.5941238941
GSCOC_T00037967001	5.491319e+00	2.3816398159	13.323653839	3.606691e-07	8.141440e-06	7.2204134090
GSCOC_T00015323001	5.487094e+00	-1.1562143147	9.069756393	8.817219e-06	6.858327e-05	4.0476648693
GSCOC_T00014604001	-5.484469e+00	1.5231270414	-5.432809845	4.355050e-04	1.418602e-03	0.2649277996
GSCOC_T00029628001	5.481272e+00	0.5504476530	7.839041847	2.821555e-05	1.632759e-04	3.0199478338
GSCOC_T00020280001	5.474471e+00	-1.1621433040	9.551891074	5.788814e-06	5.155800e-05	4.4140632966
GSCOC_T00023665001	-5.472975e+00	4.5411993337	-26.092508332	1.070361e-09	3.568123e-07	12.8611444550
GSCOC_T00009759001	5.470426e+00	-1.4023685024	6.842096387	8.069737e-05	3.674694e-04	2.0179508773
GSCOC_T00005566001	5.468176e+00	2.8847839816	20.160012229	1.019813e-08	1.051816e-06	10.3945969384
GSCOC_T00023816001	-5.467591e+00	3.6171333260	-13.521363268	3.182449e-07	7.606909e-06	7.4440702249
GSCOC_T00033381001	-5.463198e+00	1.9063851443	-4.920787305	8.584843e-04	2.460646e-03	-0.4873884539
GSCOC_T00026109001	5.463089e+00	0.9434152508	6.400747825	1.331683e-04	5.490252e-04	1.5250560130
GSCOC_T00010147001	5.462380e+00	-0.7442877108	7.140358091	5.826779e-05	2.845260e-04	2.3285900726
GSCOC_T00017008001	5.459215e+00	2.0395982114	15.932598578	7.819114e-08	3.317437e-06	8.4687138297
GSCOC_T00024268001	5.452827e+00	1.1754524456	11.308221167	1.435933e-06	1.962372e-05	5.7931446425
GSCOC_T00035723001	5.449254e+00	3.2638239296	12.007139257	8.687561e-07	1.410256e-05	6.4507979406
GSCOC_T00005101001	5.447708e+00	2.0136152022	9.862325809	4.456331e-06	4.301766e-05	4.8351270464
GSCOC_T00037440001	-5.443523e+00	2.4364836159	-8.086634308	2.208183e-05	1.351110e-04	3.2231425680
GSCOC_T00030308001	5.438680e+00	0.1969325909	12.545899915	6.001930e-07	1.121271e-05	6.3178653483
GSCOC_T00032110001	5.436013e+00	3.5721605749	8.556572578	1.408810e-05	9.661891e-05	3.6027540123
GSCOC_T00039647001	5.435060e+00	-1.5420314660	7.645198868	3.432914e-05	1.899573e-04	2.8142190052
GSCOC_T00041039001	5.433876e+00	0.3523402920	7.966925178	2.484178e-05	1.482091e-04	3.1315451175
GSCOC_T00037392001	5.430221e+00	-1.7587215752	9.878117414	4.398244e-06	4.278902e-05	4.6226981136
GSCOC_T00026884001	-5.424700e+00	0.5432721519	-2.861607924	1.899484e-02	3.367008e-02	-3.4254345414
GSCOC_T00033799001	-5.421998e+00	1.9072701961	-7.422351811	4.321555e-05	2.280882e-04	2.5801221793
GSCOC_T00023120001	5.419694e+00	-1.7715545386	8.689370079	1.245244e-05	8.808803e-05	3.7232704531
GSCOC_T00041407001	-5.419196e+00	-0.0447342464	-7.091113336	6.144408e-05	2.966990e-04	2.2799351351
GSCOC_T00036140001	5.416939e+00	-0.7678471497	8.691964374	1.242264e-05	8.797644e-05	3.7509133128
GSCOC_T00030827001	-5.415691e+00	1.0750077437	-4.980891227	7.912069e-04	2.298156e-03	-0.2961829915
GSCOC_T00024595001	5.413268e+00	-1.1904642089	9.878033627	4.398550e-06	4.278902e-05	4.6475476021
GSCOC_T00041303001	-5.411862e+00	4.5270503437	-26.561331506	9.155568e-10	3.286849e-07	13.0015284193
GSCOC_T00003814001	5.408189e+00	2.2246351710	9.284537534	7.293727e-06	6.065284e-05	4.3571000767
