geneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
GSCOC_T00034525001	-6.480871e-01	0.5345843943	-1.824864502	1.017890e-01	1.438454e-01	-5.2463525267
GSCOC_T00009059001	6.480628e-01	-0.0881029261	1.380727755	2.011405e-01	2.592978e-01	-5.7068820324
GSCOC_T00037936001	6.480005e-01	0.8926046889	2.342160660	4.424707e-02	6.988192e-02	-4.5306787534
GSCOC_T00029893001	-6.479942e-01	5.6033416072	-4.263579673	2.168499e-03	5.312321e-03	-2.4338985532
GSCOC_T00008867001	-6.477997e-01	3.0253216785	-2.498178284	3.430971e-02	5.600190e-02	-4.7844768368
GSCOC_T00034864001	-6.476648e-01	5.0977952930	-5.290413608	5.240081e-04	1.646555e-03	-0.8491929685
GSCOC_T00021825001	-6.475756e-01	3.4688914477	-3.303754928	9.353000e-03	1.835788e-02	-3.5630979688
GSCOC_T00027178001	-6.474963e-01	5.5777379866	-2.366448247	4.253044e-02	6.751919e-02	-5.5102363051
GSCOC_T00000719001	-6.473864e-01	3.6217007487	-2.132963422	6.214959e-02	9.377695e-02	-5.5042171709
GSCOC_T00015489001	-6.473761e-01	1.5755586670	-1.845352443	9.854227e-02	1.398607e-01	-5.4675805464
GSCOC_T00016854001	-6.472949e-01	6.5953922748	-5.145685474	6.342685e-04	1.916252e-03	-1.1279316129
GSCOC_T00037912001	-6.472320e-01	2.2391062942	-2.474639451	3.565254e-02	5.783971e-02	-4.6449310417
GSCOC_T00041872001	-6.471864e-01	6.2634108499	-6.424553402	1.295407e-04	5.377511e-04	0.5747741993
GSCOC_T00038148001	-6.471048e-01	6.2982501277	-5.786522411	2.784133e-04	9.875395e-04	-0.2529501959
GSCOC_T00038212001	-6.470625e-01	5.7154982295	-4.800906489	1.011820e-03	2.815839e-03	-1.6291346470
GSCOC_T00016251001	6.470427e-01	7.3515341010	6.196426482	1.692819e-04	6.601534e-04	0.3662693123
GSCOC_T00015980001	-6.466758e-01	2.7131020509	-3.998213608	3.208659e-03	7.353735e-03	-2.2800827685
GSCOC_T00036764001	6.466723e-01	1.8349359427	2.064031932	6.946678e-02	1.031093e-01	-5.1872782267
GSCOC_T00034078001	-6.466042e-01	4.0009859360	-3.520374045	6.656457e-03	1.369890e-02	-3.3308567301
GSCOC_T00016231001	6.466041e-01	3.5098844850	2.754124151	2.261311e-02	3.905464e-02	-4.4675437030
GSCOC_T00022817001	-6.465925e-01	5.1928115601	-2.978570563	1.572437e-02	2.865507e-02	-4.4577511432
GSCOC_T00023366001	-6.461433e-01	3.8522353219	-4.593098463	1.351988e-03	3.576944e-03	-1.6154127078
GSCOC_T00022796001	6.460513e-01	3.3674437630	3.906622602	3.681714e-03	8.260846e-03	-2.5585122177
GSCOC_T00033842001	6.459225e-01	6.0646923365	7.068356090	6.297560e-05	3.026850e-04	1.3708016644
GSCOC_T00033259001	-6.459083e-01	3.6986512068	-1.767502033	1.114177e-01	1.556380e-01	-6.0744516073
GSCOC_T00027656001	-6.458725e-01	3.3818159907	-4.002740047	3.187021e-03	7.314397e-03	-2.4187370361
GSCOC_T00026936001	-6.454992e-01	7.5826038402	-6.375271485	1.371737e-04	5.610778e-04	0.6144993285
GSCOC_T00030726001	-6.454813e-01	6.5196626831	-1.861533794	9.604684e-02	1.368407e-01	-6.3127642497
GSCOC_T00015098001	6.454022e-01	4.3464894516	4.827521446	9.753932e-04	2.729931e-03	-1.3619933882
GSCOC_T00024601001	6.453519e-01	4.7154585412	1.887936615	9.210215e-02	1.318024e-01	-6.1093293126
GSCOC_T00015431001	-6.453070e-01	6.9960442934	-3.410720517	7.901800e-03	1.585626e-02	-3.7734715393
GSCOC_T00032175001	6.451973e-01	6.0323660169	5.278898211	5.319729e-04	1.666253e-03	-0.9377106490
GSCOC_T00031197001	-6.451577e-01	7.3915574599	-3.504036764	6.828127e-03	1.400587e-02	-3.5808166954
GSCOC_T00017180001	-6.450943e-01	2.9034789433	-4.009795561	3.153602e-03	7.254644e-03	-2.3030935569
GSCOC_T00022269001	-6.450901e-01	5.4131278858	-3.970580386	3.344185e-03	7.614251e-03	-2.8733626563
GSCOC_T00020851001	-6.447802e-01	4.8800273786	-5.769325474	2.844237e-04	1.004279e-03	-0.1540911206
GSCOC_T00042353001	6.447427e-01	4.6354054908	2.453228429	3.691952e-02	5.967734e-02	-5.2069824404
GSCOC_T00032775001	-6.447039e-01	9.8116930359	-3.140439214	1.212671e-02	2.292163e-02	-3.9362785469
GSCOC_T00034583001	-6.446370e-01	3.0543619203	-1.668673061	1.300044e-01	1.781750e-01	-6.0661182808
GSCOC_T00027236001	6.445928e-01	3.3601977242	2.600816785	2.902237e-02	4.844760e-02	-4.6844220307
GSCOC_T00028204001	6.445596e-01	5.8414077528	6.100989222	1.897021e-04	7.237855e-04	0.1830790802
GSCOC_T00036688001	-6.443611e-01	3.7350989514	-4.748417651	1.088022e-03	2.990900e-03	-1.3580443000
GSCOC_T00039017001	-6.443572e-01	4.3721615799	-2.512975275	3.349161e-02	5.488249e-02	-5.0678873978
GSCOC_T00011918001	6.442974e-01	5.7106853238	1.667495813	1.302420e-01	1.784220e-01	-6.5724587910
GSCOC_T00004004001	-6.442343e-01	2.5081849256	-1.814322550	1.034983e-01	1.459295e-01	-5.7315321500
GSCOC_T00041915001	-6.439964e-01	3.6268459952	-4.552438652	1.431926e-03	3.759132e-03	-1.6263491586
GSCOC_T00034651001	6.439833e-01	2.0875692074	2.518720779	3.317924e-02	5.447103e-02	-4.5277086242
GSCOC_T00024899001	6.439496e-01	4.1861156502	3.352045753	8.666139e-03	1.719229e-02	-3.6344661093
GSCOC_T00034052001	-6.436966e-01	3.0545593029	-2.622190602	2.802887e-02	4.707115e-02	-4.5892977634
GSCOC_T00020555001	6.436124e-01	2.3007065663	2.950582096	1.645029e-02	2.974276e-02	-3.8719636741
GSCOC_T00037197001	6.435573e-01	6.3005927843	5.132684249	6.453373e-04	1.944972e-03	-1.1461762883
GSCOC_T00021235001	6.435260e-01	6.1848072840	5.920375976	2.360900e-04	8.611428e-04	-0.0628558990
GSCOC_T00030265001	6.433773e-01	4.4233128256	4.749475796	1.086427e-03	2.987393e-03	-1.4932517292
GSCOC_T00028352001	-6.432586e-01	7.2502726471	-4.174391356	2.470965e-03	5.912327e-03	-2.5242522129
GSCOC_T00003033001	-6.431782e-01	2.9034893758	-1.553040251	1.553077e-01	2.074415e-01	-6.1909559061
GSCOC_T00031363001	-6.431415e-01	5.6827929548	-3.900280325	3.717101e-03	8.322241e-03	-3.0117951963
GSCOC_T00037077001	-6.430417e-01	4.0930575779	-4.312488676	2.019634e-03	5.010302e-03	-2.0955231293
GSCOC_T00006330001	-6.429632e-01	0.5154100824	-2.122369974	6.322349e-02	9.511291e-02	-4.7965588372
GSCOC_T00021578001	-6.429143e-01	7.0687774054	-5.361800444	4.774244e-04	1.525862e-03	-0.7833680319
GSCOC_T00014726001	-6.428930e-01	6.6165329119	-4.795119388	1.019932e-03	2.832927e-03	-1.6366027137
GSCOC_T00038091001	6.426120e-01	-0.3457620139	1.233519718	2.490538e-01	3.123850e-01	-5.8296444602
GSCOC_T00018227001	-6.425718e-01	2.6317907115	-2.275006855	4.935772e-02	7.684820e-02	-5.0537407622
GSCOC_T00019886001	6.425705e-01	5.3569287387	3.016369536	1.479595e-02	2.720485e-02	-4.4026129447
GSCOC_T00009994001	-6.425061e-01	4.4174648130	-2.197318100	5.599657e-02	8.563479e-02	-5.5846144641
GSCOC_T00006535001	-6.424423e-01	5.1409841448	-4.645104664	1.256655e-03	3.367194e-03	-1.7943155627
GSCOC_T00040755001	6.424196e-01	1.0703369299	1.221573883	2.533262e-01	3.168784e-01	-6.1584808381
GSCOC_T00015657001	6.423580e-01	6.8400279866	3.257758449	1.006008e-02	1.954638e-02	-4.0308321630
GSCOC_T00038742001	-6.422482e-01	5.5163674100	-5.877425445	2.488535e-04	9.006586e-04	-0.1015519010
GSCOC_T00009440001	-6.422313e-01	5.7062989018	-7.481036470	4.065316e-05	2.178281e-04	1.8469101882
GSCOC_T00031270001	6.420924e-01	7.7706632657	4.398365118	1.784036e-03	4.521980e-03	-2.1243671185
GSCOC_T00001837001	-6.419813e-01	3.1981791866	-1.344970708	2.119957e-01	2.714918e-01	-6.5287747472
GSCOC_T00030201001	6.417382e-01	4.2632647830	4.410922064	1.752127e-03	4.454407e-03	-1.9689901190
GSCOC_T00025021001	-6.415408e-01	5.1798394372	-5.964809239	2.236317e-04	8.247248e-04	0.0565425848
GSCOC_T00021519001	-6.415104e-01	2.0668182301	-1.789090797	1.076986e-01	1.510646e-01	-5.6669247526
GSCOC_T00035102001	6.414834e-01	2.2658232670	1.167531153	2.734074e-01	3.387965e-01	-6.5124761631
GSCOC_T00039053001	6.413710e-01	6.1833942528	3.863670838	3.928535e-03	8.710997e-03	-3.0738813988
GSCOC_T00009230001	6.413270e-01	4.2561676765	3.460171032	7.312422e-03	1.485885e-02	-3.4731111421
GSCOC_T00033890001	-6.413209e-01	5.3340228254	-4.627783507	1.287579e-03	3.435263e-03	-1.8479506151
GSCOC_T00024014001	6.412869e-01	7.1409927142	3.768913581	4.537132e-03	9.861354e-03	-3.1734927057
GSCOC_T00037527001	6.410159e-01	6.0490613442	7.468740276	4.117593e-05	2.197462e-04	1.8326043414
GSCOC_T00028786001	-6.410051e-01	5.1411335646	-6.344810614	1.421363e-04	5.758247e-04	0.5523614944
GSCOC_T00040790001	6.409141e-01	3.2448495398	3.624219480	5.666058e-03	1.192088e-02	-2.9830290334
GSCOC_T00008008001	6.407360e-01	4.1292862284	3.807746219	4.276461e-03	9.379975e-03	-2.8837823322
GSCOC_T00004985001	6.406161e-01	6.5891163292	5.679675740	3.181279e-04	1.095519e-03	-0.3739584815
GSCOC_T00026913001	-6.406126e-01	1.5302642457	-2.025797499	7.387643e-02	1.088583e-01	-5.1862436081
GSCOC_T00039452001	-6.404941e-01	3.9830098443	-3.753439809	4.645634e-03	1.005970e-02	-2.9505257347
GSCOC_T00022114001	6.404582e-01	5.5457884030	4.031252459	3.054236e-03	7.062614e-03	-2.7754157877
GSCOC_T00014890001	6.403100e-01	2.9620364567	2.911249750	1.752904e-02	3.138014e-02	-4.0844788145
GSCOC_T00021824001	6.402983e-01	6.4547483398	5.087816798	6.851682e-04	2.047170e-03	-1.2064741065
GSCOC_T00039127001	6.402878e-01	5.0491576210	4.780402024	1.040881e-03	2.880826e-03	-1.5636824319
GSCOC_T00036416001	-6.401769e-01	3.7719248516	-2.592507924	2.941809e-02	4.900740e-02	-4.8023049097
GSCOC_T00028865001	6.401703e-01	4.8553884831	6.560916766	1.107337e-04	4.745586e-04	0.8824214606
GSCOC_T00028118001	-6.398955e-01	6.2131008615	-6.662057880	9.871453e-05	4.316709e-04	0.8687614882
GSCOC_T00030263001	-6.396351e-01	2.6295441365	-2.857399464	1.912474e-02	3.384403e-02	-4.1082151966
GSCOC_T00019054001	-6.396148e-01	1.6216575109	-1.947703517	8.373011e-02	1.213997e-01	-5.3269677831
GSCOC_T00033558001	6.395655e-01	2.6988979302	3.542089752	6.435254e-03	1.330233e-02	-2.9947625085
GSCOC_T00027057001	-6.395642e-01	2.1903719587	-2.775318522	2.184783e-02	3.789420e-02	-4.1446147746
GSCOC_T00021888001	-6.395089e-01	1.8359618965	-2.131074676	6.233975e-02	9.400311e-02	-5.0977702177
GSCOC_T00026016001	-6.394563e-01	2.8469160798	-2.816421301	2.043801e-02	3.582168e-02	-4.2242221639
GSCOC_T00021090001	-6.393853e-01	5.3371736462	-6.394789224	1.340936e-04	5.510867e-04	0.5882550482
GSCOC_T00019571001	6.393087e-01	2.7094328044	3.555521319	6.302311e-03	1.306223e-02	-2.9752992605
GSCOC_T00016314001	-6.392968e-01	4.1559745812	-3.472725394	7.170245e-03	1.461130e-02	-3.4433269432
GSCOC_T00001439001	6.392798e-01	1.4737964356	1.472482697	1.754479e-01	2.304412e-01	-5.9484576819
GSCOC_T00023943001	-6.392476e-01	3.5750882305	-1.510415019	1.656938e-01	2.194051e-01	-6.4036589758
GSCOC_T00033866001	-6.390480e-01	6.0291004137	-7.151896139	5.754988e-05	2.818313e-04	1.4551642402
GSCOC_T00002270001	6.390054e-01	4.5478182886	3.586077944	6.010501e-03	1.254237e-02	-3.3301931750
GSCOC_T00031402001	6.389328e-01	5.9669059148	4.526232814	1.486124e-03	3.877964e-03	-2.0378687047
GSCOC_T00017453001	6.388146e-01	3.2453381601	1.647609271	1.343155e-01	1.832616e-01	-6.1303189232
GSCOC_T00017947001	6.387765e-01	3.3141743769	1.923857040	8.698023e-02	1.254925e-01	-5.7447986638
GSCOC_T00038813001	-6.386947e-01	7.4010825181	-6.971868739	6.994973e-05	3.282608e-04	1.3263244721
GSCOC_T00016578001	-6.386545e-01	3.7934328565	-2.138342890	6.161104e-02	9.306213e-02	-5.5360213220
GSCOC_T00027815001	-6.385576e-01	6.1167612867	-6.267666000	1.556030e-04	6.189636e-04	0.3749752755
GSCOC_T00024842001	6.385289e-01	5.3881289331	4.715720022	1.138598e-03	3.106597e-03	-1.7075588283
GSCOC_T00036574001	-6.384858e-01	6.6253151979	-4.143789827	2.584861e-03	6.132187e-03	-2.6280405730
GSCOC_T00036465001	6.384390e-01	3.4923733134	1.105410582	2.980484e-01	3.650897e-01	-6.8661270120
GSCOC_T00022828001	-6.383756e-01	4.7057912101	-4.281617163	2.112277e-03	5.196210e-03	-2.2707846762
GSCOC_T00040285001	-6.379776e-01	3.8762715037	-1.054625976	3.194621e-01	3.872796e-01	-7.0194642775
GSCOC_T00025909001	6.378547e-01	5.4999736262	4.001005293	3.195295e-03	7.328882e-03	-2.8186828297
GSCOC_T00014270001	-6.378024e-01	9.6193102727	-1.874392676	9.410623e-02	1.344025e-01	-5.9907771633
GSCOC_T00023065001	6.377386e-01	6.9122000159	4.049863953	2.970742e-03	6.901170e-03	-2.7456077164
GSCOC_T00021229001	6.376556e-01	0.5971524328	1.866490860	9.529433e-02	1.359226e-01	-5.1933239820
GSCOC_T00027939001	-6.375166e-01	4.2308573419	-3.645431001	5.483551e-03	1.160754e-02	-3.1796104447
GSCOC_T00040264001	-6.374941e-01	1.0908126932	-1.047042707	3.227591e-01	3.907184e-01	-6.3638736479
GSCOC_T00036950001	-6.374679e-01	9.3263160248	-2.075380081	6.820745e-02	1.014903e-01	-5.7155111376
GSCOC_T00027814001	-6.374328e-01	1.0223202120	-2.526508211	3.276051e-02	5.384989e-02	-4.2744157185
GSCOC_T00035650001	6.373713e-01	6.2135062066	5.156351366	6.253411e-04	1.896648e-03	-1.1137558038
GSCOC_T00031356001	-6.373251e-01	6.1079973918	-5.338581214	4.920642e-04	1.564082e-03	-0.8691882056
GSCOC_T00038516001	6.370568e-01	6.1648374691	5.501720857	3.986145e-04	1.318194e-03	-0.6286917491
GSCOC_T00028769001	-6.367164e-01	3.8382833728	-4.262932026	2.170547e-03	5.316161e-03	-2.1151859629
GSCOC_T00041547001	6.365926e-01	1.3468580165	1.860869045	9.614818e-02	1.369625e-01	-5.3761277908
GSCOC_T00006497001	-6.364793e-01	2.8467590174	-1.649170075	1.339916e-01	1.828610e-01	-6.0457984235
GSCOC_T00022649001	6.364340e-01	5.2271251428	3.440561274	7.540438e-03	1.523594e-02	-3.6871805810
GSCOC_T00021736001	-6.364256e-01	6.1219327559	-5.056887975	7.141677e-04	2.117212e-03	-1.2701414669
GSCOC_T00034909001	6.361836e-01	3.0380160807	3.358917905	8.572758e-03	1.702875e-02	-3.3672565467
GSCOC_T00024949001	-6.361784e-01	6.1308473492	-1.924498913	8.689120e-02	1.254028e-01	-6.2293088768
GSCOC_T00015894001	-6.358217e-01	6.5212976018	-2.761656956	2.233804e-02	3.863318e-02	-4.8808958170
GSCOC_T00005001001	6.357643e-01	5.1613910856	4.145115142	2.579814e-03	6.122548e-03	-2.5486099987
GSCOC_T00020071001	6.356622e-01	5.1531690262	4.712387655	1.143892e-03	3.116488e-03	-1.6809466833
GSCOC_T00016590001	6.355715e-01	1.3455040010	1.400924959	1.952220e-01	2.525224e-01	-6.0085958903
GSCOC_T00022832001	6.355709e-01	4.8903723460	6.592660427	1.067976e-04	4.602078e-04	0.9155392834
GSCOC_T00029435001	6.352902e-01	2.9394252766	3.288266721	9.585127e-03	1.874059e-02	-3.4605690867
GSCOC_T00034730001	6.352444e-01	4.7153542999	3.815273233	4.227792e-03	9.286319e-03	-2.9941118382
GSCOC_T00016596001	6.347356e-01	3.5207788584	4.728838972	1.118008e-03	3.062506e-03	-1.3312620160
GSCOC_T00037257001	-6.346574e-01	4.5310804019	-5.202905380	5.879349e-04	1.805489e-03	-0.8699083842
GSCOC_T00021957001	-6.345837e-01	3.1981241629	-2.328172588	4.526665e-02	7.125108e-02	-5.0977591441
GSCOC_T00030472001	-6.344236e-01	6.5677471491	-2.032090046	7.313267e-02	1.078815e-01	-6.0518307253
GSCOC_T00029683001	-6.343710e-01	2.4181897157	-3.643819594	5.497196e-03	1.163115e-02	-2.7791805807
GSCOC_T00029418001	6.343636e-01	0.0089885751	1.263479792	2.385990e-01	3.006930e-01	-5.8688756860
GSCOC_T00035511001	6.343168e-01	2.7661606189	2.170165499	5.851673e-02	8.898586e-02	-5.2399832706
GSCOC_T00011354001	6.340038e-01	2.9065753980	1.513074466	1.650283e-01	2.186478e-01	-6.2356912475
GSCOC_T00003845001	-6.340032e-01	4.4990694694	-2.787534519	2.141877e-02	3.725732e-02	-4.6447347718
GSCOC_T00014196001	6.339662e-01	4.5027654841	1.846155694	9.841698e-02	1.397282e-01	-6.1287587470
GSCOC_T00026423001	-6.334617e-01	6.4962681412	-5.805035050	2.720971e-04	9.695568e-04	-0.2209621893
GSCOC_T00004730001	6.334600e-01	5.9671164600	6.742730928	9.014869e-05	4.008812e-04	0.9835485845
GSCOC_T00021539001	6.333003e-01	3.0918711569	2.437095059	3.790378e-02	6.110395e-02	-4.8893470848
GSCOC_T00031889001	6.332120e-01	8.3537351959	5.537922020	3.806044e-04	1.269452e-03	-0.4131483895
GSCOC_T00032113001	-6.330237e-01	0.6910080842	-1.342464195	2.127750e-01	2.723404e-01	-5.9325615074
GSCOC_T00030691001	-6.330222e-01	6.5641606632	-4.163261003	2.511760e-03	5.993038e-03	-2.6013389908
GSCOC_T00020047001	-6.330144e-01	5.5403215235	-2.450580894	3.707927e-02	5.989926e-02	-5.3706377639
GSCOC_T00028168001	6.329443e-01	6.2974695614	6.593496390	1.066961e-04	4.600004e-04	0.7982455822
GSCOC_T00006372001	6.329079e-01	1.1687184367	2.431050135	3.827927e-02	6.159791e-02	-4.4526700920
GSCOC_T00008118001	6.328511e-01	0.3218647516	1.482121548	1.729226e-01	2.275888e-01	-5.6661474779
GSCOC_T00038170001	-6.328496e-01	5.3871502620	-4.569995562	1.396803e-03	3.676752e-03	-1.9420560210
GSCOC_T00040200001	-6.326607e-01	4.0748122092	-4.524519487	1.489743e-03	3.885236e-03	-1.7682025363
GSCOC_T00017620001	6.326120e-01	0.7630737695	1.042707299	3.246558e-01	3.926756e-01	-6.2804268377
GSCOC_T00031328001	-6.325229e-01	7.5405101862	-3.983417811	3.280484e-03	7.494807e-03	-2.7945283733
GSCOC_T00002089001	-6.324577e-01	3.3037425414	-1.897238967	9.074906e-02	1.300955e-01	-5.7915246227
GSCOC_T00035773001	-6.323653e-01	5.3467378473	-5.420145084	4.426792e-04	1.437456e-03	-0.7036458244
GSCOC_T00022125001	6.323371e-01	3.4357974018	3.518901859	6.671740e-03	1.372430e-02	-3.1963797060
GSCOC_T00040803001	-6.322802e-01	4.5543939867	-4.180698566	2.448162e-03	5.871311e-03	-2.3974964647
GSCOC_T00002659001	6.321156e-01	3.4271911610	3.767258056	4.548611e-03	9.882853e-03	-2.7940544561
GSCOC_T00033618001	6.320624e-01	2.1407500813	3.224514015	1.060560e-02	2.045093e-02	-3.3872933181
GSCOC_T00029606001	-6.317761e-01	2.2225105710	-2.976101989	1.578705e-02	2.874404e-02	-3.8228474713
GSCOC_T00022859001	6.316882e-01	4.5565520079	3.871199324	3.884037e-03	8.629754e-03	-2.8736746197
GSCOC_T00008677001	-6.315688e-01	0.4201048188	-1.863600461	9.573243e-02	1.364849e-01	-5.1646909809
GSCOC_T00022426001	-6.314241e-01	3.4150148139	-2.185137840	5.711371e-02	8.712198e-02	-5.3746123720
GSCOC_T00022293001	6.314166e-01	3.7821885665	3.346471458	8.742664e-03	1.732018e-02	-3.5546012969
GSCOC_T00021642001	-6.313637e-01	3.6384789046	-2.854170323	1.922502e-02	3.397962e-02	-4.3417645215
GSCOC_T00039524001	-6.313463e-01	4.0482803124	-5.590102332	3.561801e-04	1.204124e-03	-0.2312901087
GSCOC_T00033377001	-6.313186e-01	3.8485280046	-3.432471575	7.636659e-03	1.539205e-02	-3.4395820655
GSCOC_T00016877001	6.312741e-01	6.9186235480	3.503704511	6.831666e-03	1.401152e-02	-3.6219051845
GSCOC_T00036717001	6.312601e-01	6.2284668948	2.211872021	5.468967e-02	8.390423e-02	-5.7701499428
GSCOC_T00022767001	-6.312425e-01	6.0463785055	-4.964496043	8.089758e-04	2.341389e-03	-1.4034370142
GSCOC_T00017893001	-6.312341e-01	3.8585337542	-3.276247451	9.769394e-03	1.905297e-02	-3.6975161019
GSCOC_T00028702001	6.312175e-01	6.4579923340	2.808335973	2.070781e-02	3.622315e-02	-4.7952748397
GSCOC_T00038135001	6.310967e-01	5.8725620753	5.499036883	3.999861e-04	1.322050e-03	-0.6250306096
GSCOC_T00014547001	6.310307e-01	2.2331824591	3.264724619	9.949515e-03	1.935976e-02	-3.3427941688
GSCOC_T00022471001	-6.310168e-01	5.1495155168	-6.359469786	1.397241e-04	5.693885e-04	0.5695888095
GSCOC_T00023178001	6.306201e-01	5.6354861394	5.743680598	2.936502e-04	1.029609e-03	-0.2757828130
GSCOC_T00008104001	-6.305577e-01	2.3080574814	-2.098067166	6.575551e-02	9.829628e-02	-5.2579390070
GSCOC_T00029640001	-6.304298e-01	4.9551363631	-3.103796748	1.285881e-02	2.407705e-02	-4.2117310731
GSCOC_T00022160001	-6.304217e-01	4.5259744091	-1.614663676	1.413190e-01	1.914056e-01	-6.4786344579
GSCOC_T00039730001	6.303504e-01	7.1869801715	2.389018510	4.099441e-02	6.533626e-02	-5.4297086062
GSCOC_T00009473001	6.301174e-01	2.8350535433	4.104154033	2.740761e-03	6.443959e-03	-2.1317588115
GSCOC_T00041659001	6.300682e-01	5.9241914489	6.305006635	1.489185e-04	5.973379e-04	0.4407141214
GSCOC_T00026165001	-6.299940e-01	3.5779714140	-3.028048285	1.452066e-02	2.673554e-02	-4.0412592334
GSCOC_T00018756001	-6.296143e-01	4.1613945021	-4.133867154	2.622982e-03	6.212302e-03	-2.3876196187
GSCOC_T00026422001	-6.295970e-01	3.4129514492	-0.726752269	4.861051e-01	5.536337e-01	-7.2068930608
GSCOC_T00030810001	6.295891e-01	6.3991134577	5.713523479	3.049183e-04	1.060793e-03	-0.3362200715
GSCOC_T00005248001	6.295762e-01	2.7152522515	3.104880545	1.283651e-02	2.404254e-02	-3.7115487056
GSCOC_T00001054001	6.294796e-01	5.6397723357	4.703834017	1.157604e-03	3.145582e-03	-1.7515019256
GSCOC_T00013892001	6.293076e-01	5.5902636016	5.365446528	4.751687e-04	1.521095e-03	-0.7909999674
GSCOC_T00014644001	6.291340e-01	3.1092720934	2.118133862	6.365794e-02	9.568938e-02	-5.3999935462
GSCOC_T00035406001	-6.290822e-01	6.1725296860	-3.988388340	3.256166e-03	7.450191e-03	-2.8896505706
GSCOC_T00029703001	-6.289355e-01	5.4620457142	-5.326085665	5.001433e-04	1.585174e-03	-0.8491603275
GSCOC_T00018548001	6.289314e-01	4.9043039706	5.126362077	6.507951e-04	1.959207e-03	-1.0364686996
GSCOC_T00028683001	-6.288290e-01	2.0214897284	-2.567339998	3.065022e-02	5.081513e-02	-4.4457822187
GSCOC_T00012173001	6.286880e-01	0.5539315297	1.851195663	9.763422e-02	1.387829e-01	-5.2060814180
GSCOC_T00031548001	6.286376e-01	4.2850299929	3.033372341	1.439692e-02	2.654174e-02	-4.1808993080
GSCOC_T00034257001	6.284481e-01	7.2985827695	1.399416551	1.956588e-01	2.530348e-01	-6.8835038901
GSCOC_T00002101001	6.284033e-01	6.9449316874	1.922555562	8.716101e-02	1.256950e-01	-6.1823539677
GSCOC_T00004944001	6.283913e-01	4.7877164449	4.198846119	2.383794e-03	5.745728e-03	-2.4021661310
GSCOC_T00018123001	-6.278843e-01	6.7054993223	-2.163186338	5.918215e-02	8.981484e-02	-5.8383721774
GSCOC_T00032907001	6.278368e-01	4.9651250885	1.918571043	8.771668e-02	1.263889e-01	-6.1101345877
GSCOC_T00006978001	-6.277179e-01	5.5420301482	-5.026322838	7.441323e-04	2.190401e-03	-1.2849609869
GSCOC_T00037410001	-6.277080e-01	4.9538478316	-5.682871165	3.168546e-04	1.092190e-03	-0.2837416223
GSCOC_T00041694001	6.276956e-01	3.9476874205	2.648055430	2.687238e-02	4.537219e-02	-4.7408647218
GSCOC_T00026540001	6.276316e-01	5.7606968362	3.817516540	4.213401e-03	9.259067e-03	-3.1339886753
GSCOC_T00037098001	-6.276307e-01	5.2469146355	-6.523823943	1.155351e-04	4.895165e-04	0.7614413575
GSCOC_T00039850001	6.275619e-01	5.5207490831	2.490079571	3.476592e-02	5.661783e-02	-5.2879755845
GSCOC_T00016708001	-6.275080e-01	-0.0779709787	-0.997820275	3.447950e-01	4.138515e-01	-6.1435444608
GSCOC_T00023324001	-6.274456e-01	7.3034725074	-5.693635822	3.126059e-04	1.081692e-03	-0.3035983761
GSCOC_T00026394001	-6.272889e-01	3.4479229432	-2.945269802	1.659191e-02	2.996110e-02	-4.1479011966
GSCOC_T00021541001	-6.272389e-01	8.2687983910	-1.691559946	1.254634e-01	1.727504e-01	-6.3931565394
GSCOC_T00020564001	-6.271551e-01	8.3470717282	-3.141849769	1.209941e-02	2.288031e-02	-4.0803412171
GSCOC_T00022706001	6.271498e-01	6.8892108833	4.435346989	1.691797e-03	4.326958e-03	-2.1491718733
GSCOC_T00023732001	6.270612e-01	8.1415178006	2.978038812	1.573785e-02	2.866772e-02	-4.3692038501
GSCOC_T00011622001	-6.267887e-01	4.7023922698	-5.041357231	7.292271e-04	2.153648e-03	-1.1345774670
GSCOC_T00035635001	6.266746e-01	3.9959702342	4.409713690	1.755171e-03	4.459109e-03	-1.9137830673
GSCOC_T00041401001	-6.266506e-01	6.9040254118	-0.886122212	3.989276e-01	4.685824e-01	-7.4911289458
GSCOC_T00017761001	-6.265823e-01	8.0155340492	-3.855589890	3.976899e-03	8.803941e-03	-2.9505711112
GSCOC_T00039190001	-6.264948e-01	0.5429894968	-1.149761938	2.802836e-01	3.460081e-01	-6.1224363849
GSCOC_T00011017001	-6.264552e-01	1.7283340954	-2.167494793	5.877050e-02	8.932810e-02	-5.0158880703
GSCOC_T00008717001	6.264233e-01	6.4181911225	2.956986141	1.628121e-02	2.949419e-02	-4.5510744269
GSCOC_T00032681001	-6.264157e-01	5.4152306035	-3.561880765	6.240376e-03	1.295688e-02	-3.5305686840
GSCOC_T00039799001	6.263758e-01	2.1037642013	2.609941002	2.859398e-02	4.786947e-02	-4.3842048158
GSCOC_T00021057001	-6.262173e-01	5.2348875327	-4.229705767	2.278445e-03	5.531800e-03	-2.4427798422
GSCOC_T00037712001	-6.261918e-01	3.6726100015	-3.344114082	8.775239e-03	1.736813e-02	-3.5436712339
GSCOC_T00025154001	6.260975e-01	6.8102354985	3.515357776	6.708680e-03	1.379269e-02	-3.6112153857
GSCOC_T00017428001	-6.258914e-01	0.0869525991	-1.841536343	9.913957e-02	1.405481e-01	-5.1260147423
